outs_when_up,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
count_state,0-0,0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2,3-0,3-1,3-2,0-0,0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2,3-0,3-1,3-2,0-0,0-1,0-2,1-0,1-1,1-2,2-0,2-1,2-2,3-0,3-1,3-2
runner_state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000,0.5079740759583269,0.469768820391227,0.41762515515101367,0.5410610894481862,0.48603963648308335,0.4314577572097748,0.6094227656896242,0.5545044549554504,0.46746654360867557,0.7206060606060606,0.6663075680043092,0.5900295925335761,0.2693412368614031,0.24067537357336158,0.21953142599684614,0.2908651911468813,0.26124437781109444,0.21700947538710422,0.3144126357354393,0.3016268503590796,0.2557909858143293,0.3758503401360544,0.35270613875771883,0.31309101654846333,0.10250096190842632,0.08559560896009494,0.0681753487048107,0.1186491632428099,0.10172026925953627,0.06928270867990997,0.13035971223021584,0.12924213117636715,0.08645878761447885,0.14565004887585534,0.15523932729624837,0.14009831460674158
001,0.8893453848260751,0.8280373831775701,0.7106652587117213,0.9396551724137931,0.8750323415265201,0.7307479224376732,1.02360346184107,0.971211298207496,0.8719576719576719,1.1322115384615385,0.996005326231691,0.9903784477228993,0.5296448598130841,0.4812632215170746,0.4122332859174964,0.5759236703207471,0.5094339622641509,0.42486002239641657,0.6471686372121966,0.5406902428632296,0.4720496894409938,0.8686440677966102,0.7339642481598317,0.5597269624573379,0.23462735220032596,0.1974711208242273,0.16580468512321267,0.2558875915297843,0.21694560669456067,0.18121267799724392,0.2757177033492823,0.24500399680255797,0.205393625715064,0.34448818897637795,0.2953216374269006,0.2619793999104344
010,1.0982171799027554,1.042356055592323,0.9485380116959065,1.1592709984152139,1.077662129703763,0.9882629107981221,1.2233201581027668,1.1510695187165776,1.0154639175257731,1.3393939393939394,1.2028169014084507,1.015209125475285,0.6979982593559617,0.6530438484461473,0.5980091883614089,0.741901776384535,0.6806308526367669,0.5876656472986749,0.7857142857142857,0.7225130890052356,0.5779601406799532,0.9135802469135802,0.8411552346570397,0.7466777408637874,0.30812820966885074,0.2702516373664254,0.21623335447051364,0.32059533386967015,0.2664845883730004,0.21099496709252807,0.3802672147995889,0.30034602076124567,0.21274834437086093,0.43641618497109824,0.4005722460658083,0.27283726557773746
011,1.4316334072431633,1.338697318007663,1.0673813169984685,1.4822627037392138,1.4081429990069514,1.1529017857142858,1.6666666666666667,1.5353535353535352,1.1935483870967742,1.920353982300885,1.895,1.7185929648241205,0.9279260348812776,0.8475820379965457,0.7834890965732088,1.0204894706886738,0.8841427735517847,0.8418604651162791,1.1866666666666668,0.9540636042402827,0.8002991772625281,1.3928571428571428,1.1297935103244838,0.927891156462585,0.45682695682695684,0.3744276153575202,0.2910195813639433,0.5283540802213001,0.4167424931756142,0.341439205955335,0.6261808367071525,0.44952545297670404,0.35770871419865935,0.8198198198198198,0.5632911392405063,0.4897579143389199
100,1.4261168384879725,1.3706293706293706,1.4285714285714286,1.4122137404580153,1.4967320261437909,1.1928571428571428,1.423728813559322,1.5089285714285714,1.4836601307189543,1.7391304347826086,1.2545454545454546,1.536231884057971,0.9635302698760029,0.9023668639053254,0.8968824940047961,0.9615384615384616,0.8716094032549728,0.7658862876254181,0.9307359307359307,0.8280254777070064,0.81,1.0588235294117647,0.9482758620689655,0.8563829787234043,0.3567073170731707,0.3391304347826087,0.2681744749596123,0.3489795918367347,0.35079051383399207,0.2811284046692607,0.4073107049608355,0.3685064935064935,0.2925851703406814,0.5185185185185185,0.45136186770428016,0.31784107946026985
101,1.7815482502651114,1.6941964285714286,1.554054054054054,1.8307692307692307,1.681547619047619,1.7932203389830508,1.831578947368421,1.669064748201439,1.5593220338983051,2.36,2.1206896551724137,2.0,1.1483594864479316,1.021341463414634,0.9029126213592233,1.2523364485981308,1.1098265895953756,0.9435215946843853,1.4092664092664093,1.2493297587131367,1.0212355212355213,1.5142857142857142,1.4488188976377954,1.231372549019608,0.5139931740614334,0.42282842785355346,0.3701578192252511,0.5919854280510018,0.4946550048590865,0.3892694063926941,0.6666666666666666,0.49907578558225507,0.4009216589861751,1.0,0.5983606557377049,0.49403341288782815
110,1.9285714285714286,1.7624521072796935,1.6258064516129032,2.03125,1.9112903225806452,1.698744769874477,2.032967032967033,1.6666666666666667,1.9473684210526316,2.3076923076923075,1.6764705882352942,1.7768595041322315,1.3459677419354839,1.294770206022187,1.2836676217765044,1.387037037037037,1.3069679849340867,1.2112676056338028,1.4541062801932367,1.3665480427046264,1.211111111111111,1.3636363636363635,1.3888888888888888,1.2789855072463767,0.5303584491587418,0.45314685314685316,0.3192488262910798,0.581570996978852,0.46142649199417757,0.35269709543568467,0.5978260869565217,0.5184275184275184,0.36435124508519,0.6388888888888888,0.5945945945945946,0.3820840950639854
111,2.1711590296495955,2.0445682451253484,1.7627118644067796,2.298611111111111,2.2203947368421053,2.015748031496063,2.3263157894736843,2.05,2.060085836909871,2.5,2.3636363636363638,2.7251908396946565,1.5453423812461444,1.424090338770389,1.1129411764705883,1.634375,1.5499181669394435,1.2524590163934426,1.6777251184834123,1.5467625899280575,1.3970276008492568,2.032258064516129,2.0786516853932584,1.7698744769874477,0.7439365671641791,0.6034958601655934,0.44013490725126475,0.8661887694145759,0.7167832167832168,0.4919254658385093,1.027972027972028,0.8867469879518072,0.625,1.3157894736842106,1.1758241758241759,0.8316582914572864
